Family,Type,Material: Name,Material: Area,Volume,Width,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,137 m²,8.57 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,1 m²,0.07 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,1 m²,0.07 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,61 m²,7.57 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,121 m²,7.57 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,61 m²,7.61 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,122 m²,7.61 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,49 m²,6.15 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,98 m²,6.15 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,44 m²,5.51 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,88 m²,5.51 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,33 m²,4.14 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,66 m²,4.14 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,69 m²,8.69 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,139 m²,8.69 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,46 m²,5.72 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,92 m²,5.72 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,69 m²,8.57 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,137 m²,8.57 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,1 m²,0.07 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,1 m²,0.07 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,120 m²,15.03 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,240 m²,15.03 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,58 m²,7.28 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,117 m²,7.28 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,58 m²,7.28 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,117 m²,7.28 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,34 m²,4.27 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,68 m²,4.27 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,62 m²,7.78 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,125 m²,7.78 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,65 m²,8.11 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,130 m²,8.11 m³,125,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,251 m²,68.82 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,502 m²,68.82 m³,274,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,65 m²,8.11 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,130 m²,8.11 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,35 m²,4.42 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,71 m²,4.42 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,100 m²,12.54 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,201 m²,12.54 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,155 m²,19.33 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,310 m²,19.33 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,61 m²,7.67 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,123 m²,7.67 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,69 m²,8.69 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,139 m²,8.69 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,53 m²,6.63 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,106 m²,6.63 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,69 m²,8.57 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,137 m²,8.57 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,64 m²,8.03 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,129 m²,8.03 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,57 m²,7.09 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,113 m²,7.09 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,49 m²,6.15 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,98 m²,6.15 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,44 m²,5.51 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,88 m²,5.51 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,33 m²,4.14 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,66 m²,4.14 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,49 m²,6.15 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,98 m²,6.15 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,78 m²,9.78 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,156 m²,9.78 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,33 m²,4.14 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,66 m²,4.14 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,47 m²,5.82 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,93 m²,5.82 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,30 m²,3.70 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,59 m²,3.70 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,42 m²,5.21 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,83 m²,5.21 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,18 m²,2.13 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,34 m²,2.13 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,44 m²,5.36 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,86 m²,5.36 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,26 m²,3.28 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,52 m²,3.28 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,47 m²,5.82 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,93 m²,5.82 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,43 m²,5.38 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,86 m²,5.38 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,51 m²,6.35 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,102 m²,6.35 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,10 m²,1.28 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,21 m²,1.28 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,86 m²,10.69 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,171 m²,10.69 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,43 m²,5.34 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,85 m²,5.34 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,31 m²,3.80 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,62 m²,3.80 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,35 m²,4.39 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,70 m²,4.39 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,45 m²,5.57 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,89 m²,5.57 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,145 m²,18.17 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,291 m²,18.17 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,44 m²,5.56 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,89 m²,5.56 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,31 m²,3.88 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,62 m²,3.88 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,14 m²,1.74 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,28 m²,1.74 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,147 m²,18.21 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,292 m²,18.21 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,15 m²,1.94 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,31 m²,1.94 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,80 m²,10.04 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,161 m²,10.04 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,42 m²,5.26 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,84 m²,5.26 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,16 m²,2.03 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,32 m²,2.03 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,26 m²,3.26 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,52 m²,3.26 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,13 m²,1.50 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,24 m²,1.50 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,14 m²,1.70 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,27 m²,1.70 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,12 m²,1.42 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,23 m²,1.42 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,106 m²,13.28 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,212 m²,13.28 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,67 m²,8.41 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,135 m²,8.41 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,128 m²,16.03 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,257 m²,16.03 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,97 m²,12.06 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,193 m²,12.06 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,85 m²,10.65 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,170 m²,10.65 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,48 m²,6.00 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,96 m²,6.00 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,90 m²,11.22 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,180 m²,11.22 m³,125,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,54 m²,14.81 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Brick, Engineering, Grey,54 m²,14.81 m³,274
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,108 m²,14.81 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,41 m²,11.28 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Brick, Engineering, Soldier Course,41 m²,11.28 m³,274
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,82 m²,11.28 m³,274,,
Basic Wall,100Brick_100INS_50Air_450Con_12.5PB,Air,163 m²,115.76 m³,712,,
Basic Wall,100Brick_100INS_50Air_450Con_12.5PB,Rigid insulation,163 m²,115.76 m³,712,,
Basic Wall,100Brick_100INS_50Air_450Con_12.5PB,Gypsum Wall Board,163 m²,115.76 m³,712,,
Basic Wall,100Brick_100INS_50Air_450Con_12.5PB,Brick, Engineering, Grey,163 m²,115.76 m³,712
Basic Wall,100Brick_100INS_50Air_450Con_12.5PB,Concrete,163 m²,115.76 m³,712,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,75 m²,9.32 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,149 m²,9.32 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,169 m²,21.08 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,337 m²,21.08 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,38 m²,4.81 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,77 m²,4.81 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,61 m²,7.60 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,122 m²,7.60 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,58 m²,7.31 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,117 m²,7.31 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,73 m²,9.12 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,146 m²,9.12 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,35 m²,4.35 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,70 m²,4.35 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,73 m²,9.14 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,146 m²,9.14 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,50 m²,6.22 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,100 m²,6.22 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,25 m²,3.18 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,51 m²,3.18 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,62 m²,7.79 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,125 m²,7.79 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,57 m²,7.10 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,114 m²,7.10 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,42 m²,5.21 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,83 m²,5.21 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,63 m²,7.83 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,125 m²,7.83 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,51 m²,6.36 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,102 m²,6.36 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,23 m²,2.89 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,46 m²,2.89 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,43 m²,5.42 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,87 m²,5.42 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,103 m²,12.93 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,207 m²,12.93 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,34 m²,4.29 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,69 m²,4.29 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,34 m²,4.29 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,69 m²,4.29 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,64 m²,8.04 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,129 m²,8.04 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,85 m²,10.63 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,170 m²,10.63 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,38 m²,4.69 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,75 m²,4.69 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,60 m²,7.52 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,120 m²,7.52 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,55 m²,6.82 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,109 m²,6.82 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,61 m²,7.62 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,122 m²,7.62 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,75 m²,9.39 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,150 m²,9.39 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,38 m²,4.69 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,75 m²,4.69 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,48 m²,5.98 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,96 m²,5.98 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,72 m²,9.06 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,145 m²,9.06 m³,125,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,133 m²,36.35 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,265 m²,36.35 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,155 m²,42.36 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,309 m²,42.36 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,83 m²,22.83 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,167 m²,22.83 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,189 m²,51.92 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,379 m²,51.92 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,169 m²,46.18 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,337 m²,46.18 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,132 m²,36.15 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,262 m²,36.15 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,52 m²,14.21 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,104 m²,14.21 m³,274,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,65 m²,8.15 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,130 m²,8.15 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,53 m²,6.64 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,106 m²,6.64 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,70 m²,8.78 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,141 m²,8.78 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,39 m²,4.86 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,78 m²,4.86 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,37 m²,4.62 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,74 m²,4.62 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,36 m²,4.53 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,72 m²,4.53 m³,125,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,5 m²,1.36 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,10 m²,1.36 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,30 m²,8.18 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,60 m²,8.18 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,72 m²,19.84 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,145 m²,19.84 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,84 m²,23.14 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,169 m²,23.14 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,38 m²,10.43 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,76 m²,10.43 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,68 m²,18.69 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,136 m²,18.69 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,9 m²,2.59 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,19 m²,2.59 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,8 m²,2.28 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,17 m²,2.28 m³,274,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,77 m²,9.57 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,153 m²,9.57 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,3 m²,0.36 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,6 m²,0.36 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,168 m²,20.98 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,336 m²,20.98 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,68 m²,8.51 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,136 m²,8.51 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Concrete Masonry Units,36 m²,4.44 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,Plaster,71 m²,4.44 m³,125,,
Basic Wall,Wall-Int_12P-100Blk-12P,White,36 m²,4.44 m³,125,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,11 m²,3.12 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Brick, Engineering, Soldier Course,11 m²,3.12 m³,274
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,23 m²,3.12 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,16 m²,4.29 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Brick, Engineering, Grey,16 m²,4.29 m³,274
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,31 m²,4.29 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,8 m²,2.16 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Brick, Engineering, Grey,8 m²,2.16 m³,274
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,16 m²,2.16 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,12 m²,3.33 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Brick, Engineering, Grey,12 m²,3.33 m³,274
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Grey Interior Paint,24 m²,3.33 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Concrete Masonry Units,22 m²,5.89 m³,274,,
Basic Wall,Wall-Subs_100Blk-50Con-100Blk 2,Brick, Engineering, Grey,22 m²,5.89 m³,274
